epoch,train_loss,train_acc,val_loss,val_acc
1,0.7834474352853639,87.93336334984241,0.8136468604207039,82.91666666666667
2,0.06317719375448567,99.77487618190004,0.5288813561201096,86.25
3,0.026015098406268016,99.81990094552003,0.4405314214527607,89.58333333333333
4,0.013278743145721299,99.95497523638001,0.3990979641675949,89.16666666666667
5,0.011600562319758215,99.86492570914002,0.4257990773767233,85.0
6,0.006765188862170492,100.0,0.35521525889635086,87.91666666666667
7,0.006667710458194571,99.90995047276002,0.3275981582701206,89.58333333333333
8,0.005447984361256074,99.95497523638001,0.3173269834369421,88.75
9,0.00559052746726333,99.95497523638001,0.33867443539202213,88.33333333333333
10,0.0045654895125023486,99.90995047276002,0.3604230657219887,87.5
